source,target,value
Lisandro Dalcin,src/snes/examples/tutorials/output/ex12_p4est_fas_q2_nonconformal_serial.out,0.94
Lisandro Dalcin,src/snes/examples/tutorials/output/ex12_p4est_full_q2_conformal_serial.out,0.94
Lisandro Dalcin,src/sys/examples/tests/makefile,0.95
Lisandro Dalcin,src/ts/examples/tutorials/ex9.c,0.87
Lisandro Dalcin,include/petsc/private/petscimpl.h,6.86
Lisandro Dalcin,src/sys/utils/makefile,0.94
Lisandro Dalcin,src/sys/utils/mathclose.c,0.3
Lisandro Dalcin,include/petsc.h,2.31
Lisandro Dalcin,include/petsc/private/tsimpl.h,3.39
Lisandro Dalcin,src/docs/tex/manual/part2.tex,1.83
Lisandro Dalcin,src/tao/unconstrained/examples/tutorials/heat-data-assimulation.c,1.7
Lisandro Dalcin,src/ts/examples/tests/ex2.c,0.87
Lisandro Dalcin,src/ts/examples/tests/ex22.c,0.93
Lisandro Dalcin,src/ts/examples/tests/ex25.c,0.87
Lisandro Dalcin,src/ts/examples/tests/ex3.c,1.5
Lisandro Dalcin,src/ts/examples/tests/ex4.c,0.87
Lisandro Dalcin,src/ts/examples/tests/ex5.c,0.84
Nicolas Barral,src/snes/examples/tutorials/ex12.c,2.74
Alejandro Lamas Daviña,src/mat/impls/aij/mpi/mpicusparse/mpiaijcusparse.cu,3.35
Alejandro Lamas Daviña,src/vec/vec/impls/seq/seqcusp/veccusp2.cu,6.41
Alejandro Lamas Daviña,src/mat/examples/tests/makefile,1.42
Alejandro Lamas Daviña,include/petsc/private/petscimpl.h,0.58
Alejandro Lamas Daviña,config/BuildSystem/config/packages/cuda.py,0.48
Alejandro Lamas Daviña,src/vec/vec/examples/tests/makefile,3.04
Alejandro Lamas Daviña,include/petscvec.h,0.58
Alejandro Lamas Daviña,src/mat/impls/aij/seq/seqcusparse/cusparsematimpl.h,0.82
Alejandro Lamas Daviña,src/sys/objects/init.c,0.67
Alejandro Lamas Daviña,include/petsc/private/matimpl.h,0.58
Alejandro Lamas Daviña,src/ksp/pc/impls/bjacobi/bjacobi.c,1.22
Alejandro Lamas Daviña,src/mat/impls/aij/mpi/mpicusparse/makefile,0.5
Alejandro Lamas Daviña,src/mat/impls/aij/mpi/mpicusparse/mpicusparsematimpl.h,0.82
Alejandro Lamas Daviña,src/mat/impls/aij/seq/seqcusparse/makefile,0.5
Alejandro Lamas Daviña,src/mat/interface/dlregismat.c,1.33
Alejandro Lamas Daviña,src/mat/interface/matregis.c,1.33
Alejandro Lamas Daviña,src/mat/interface/matrix.c,10.39
Alejandro Lamas Daviña,src/mat/utils/axpy.c,1.15
Alejandro Lamas Daviña,include/petsc/private/vecimpl.h,1.15
Alejandro Lamas Daviña,src/mat/impls/aij/seq/seqcusp/cuspmatimpl.h,0.75
Alejandro Lamas Daviña,src/vec/vec/utils/makefile,0.87
Alejandro Lamas Daviña,src/sys/objects/ftn-custom/zstart.c,5.7
Alejandro Lamas Daviña,src/sys/objects/pinit.c,0.97
Alejandro Lamas Daviña,src/vec/vec/impls/mpi/makefile,0.87
Alejandro Lamas Daviña,src/vec/vec/impls/seq/makefile,0.91
Alejandro Lamas Daviña,src/vec/vec/interface/dlregisvec.c,0.58
Alejandro Lamas Daviña,src/vec/vec/interface/rvector.c,1.73
Alejandro Lamas Daviña,src/vec/vec/interface/vecregall.c,1.15
Pieter Ghysels,src/ksp/ksp/examples/tutorials/ex52.c,1.1
Pieter Ghysels,src/ksp/ksp/examples/tutorials/makefile,0.79
Pieter Ghysels,lib/petsc/conf/test,1.7
Pieter Ghysels,src/mat/impls/aij/mpi/makefile,0.96
Pieter Ghysels,src/mat/impls/aij/seq/makefile,0.89
Pieter Ghysels,src/mat/impls/aij/seq/strumpack/strumpack.c,3.61
Dave May,src/docs/tex/manual/intro.tex,0.98
Dave May,src/docs/tex/manual/manual.tex,0.97
Dave May,src/ksp/ksp/examples/tutorials/ex70.c,1.97
Dave May,src/ksp/ksp/examples/tutorials/ex68.c,0.93
Dave May,src/ksp/ksp/examples/tutorials/makefile,5.29
Dave May,src/dm/examples/tutorials/makefile,1.95
Dave May,src/dm/impls/swarm/data_bucket.h,9.67
Dave May,src/dm/impls/makefile,0.96
Dave May,src/ksp/pc/impls/telescope/telescope.h,0.82
Dave May,src/ksp/pc/impls/makefile,0.94
Dave May,src/dm/impls/da/gr2.c,1.75
Dave May,src/vec/vec/impls/mpi/pdvec.c,0.87
Dave May,src/vec/vec/impls/seq/bvec2.c,0.87
Dave May,src/ksp/pc/impls/bfbt/bfbt.c,3.07
Dave May,src/mat/impls/nest/matnest.c,6.83
Dave May,src/dm/examples/tests/makefile,3.63
Dave May,src/mat/examples/tests/makefile,2.61
Dave May,src/mat/impls/makefile,0.98
Dave May,src/vec/vec/examples/tests/makefile,3.47
Dave May,src/vec/vec/impls/makefile,0.91
Debojyoti Ghosh,src/mat/impls/makefile,0.98
Debojyoti Ghosh,src/ts/impls/glee/glee.c,2.65
Debojyoti Ghosh,include/petscts.h,0.95
Debojyoti Ghosh,src/ts/examples/tutorials/ex31.c,19.47
Debojyoti Ghosh,src/ts/impls/explicit/glee/glee.c,4.99
Debojyoti Ghosh,src/ts/impls/explicit/makefile,0.89
Debojyoti Ghosh,src/mat/impls/taij/taij.c,5.83
Debojyoti Ghosh,src/mat/examples/tests/makefile,3.34
Debojyoti Ghosh,src/ksp/ksp/examples/tutorials/ex60.c,2.6
Debojyoti Ghosh,src/ts/impls/irk/irk.c,17.4
Debojyoti Ghosh,include/finclude/petsctsdef.h,0.95
Debojyoti Ghosh,src/ts/impls/explicit/rk/rk.c,6.53
Debojyoti Ghosh,src/ts/impls/implicit/sundials/sundials.c,0.98
Lois Curfman McInnes,src/docs/tex/petsc.bib,1.29
Lois Curfman McInnes,src/docs/website/developers/index.html,8.91
Lois Curfman McInnes,src/docs/website/documentation/ams.html,2.0
Lois Curfman McInnes,src/docs/website/documentation/bugreporting.html,0.94
Lois Curfman McInnes,src/docs/website/documentation/codemanagement.html,12.06
Lois Curfman McInnes,src/docs/website/documentation/installation.html,2.0
Lois Curfman McInnes,src/docs/website/documentation/tutorials/index.html,2.85
Lois Curfman McInnes,src/docs/website/features/gpus.html,9.82
Lois Curfman McInnes,src/docs/website/features/threads.html,3.94
Lois Curfman McInnes,src/docs/website/miscellaneous/external.html,1.0
Lois Curfman McInnes,src/docs/website/miscellaneous/acknwldg.html,1.0
Lois Curfman McInnes,src/docs/website/miscellaneous/funding.html,5.71
Lois Curfman McInnes,src/docs/website/miscellaneous/index.html,0.9
Lois Curfman McInnes,src/mat/matfd/fdmatrix.c,1.56
Lois Curfman McInnes,src/sles/pc/impls/ilu/ilu.c,7.1
Lois Curfman McInnes,docs/tex/manual/intro.tex,1.65
Lois Curfman McInnes,docs/tex/manual/part1.tex,3.3
Lois Curfman McInnes,src/snes/examples/tests/ex1.c,35.5
Lois Curfman McInnes,src/snes/examples/tests/ex11.c,0.94
Lois Curfman McInnes,src/snes/examples/tests/ex13.c,0.93
Lois Curfman McInnes,src/snes/examples/tests/ex4.c,36.41
Lois Curfman McInnes,src/snes/examples/tests/ex5.c,0.94
Lois Curfman McInnes,src/snes/examples/tests/ex7.c,0.94
Lois Curfman McInnes,src/snes/examples/tests/ex9.c,8.15
Lois Curfman McInnes,include/petscsnes.h,1.54
Lois Curfman McInnes,include/finclude/petscsnes.h,1.71
Lois Curfman McInnes,src/fortran/custom/zsnes.c,1.7
Lois Curfman McInnes,src/snes/examples/tutorials/ex10d/ex10.c,1.93
Lois Curfman McInnes,src/snes/examples/tutorials/ex21.c,0.94
Lois Curfman McInnes,src/snes/examples/tutorials/ex22.c,1.75
Lois Curfman McInnes,src/snes/examples/tutorials/ex23.c,1.75
Lois Curfman McInnes,src/snes/examples/tutorials/ex24.c,1.75
Lois Curfman McInnes,src/snes/examples/tutorials/ex3.c,0.94
Lois Curfman McInnes,src/snes/examples/tutorials/ex5.c,0.67
Lois Curfman McInnes,src/snes/examples/tutorials/ex5f90.F,0.91
Lois Curfman McInnes,src/snes/examples/tutorials/ex5s.c,0.94
Lois Curfman McInnes,src/snes/impls/ls/lsparams.c,4.21
Lois Curfman McInnes,src/snes/impls/test/snestest.c,0.69
Lois Curfman McInnes,src/snes/impls/tr/tr.c,0.69
Lois Curfman McInnes,src/snes/interface/snes.c,1.45
Lois Curfman McInnes,src/ts/impls/pseudo/posindep.c,14.32
Lois Curfman McInnes,src/mat/impls/sbaij/mpi/mpisbaij.c,1.43
Lois Curfman McInnes,src/ts/examples/tutorials/ex2f.F,48.94
Lois Curfman McInnes,src/mat/impls/sbaij/seq/sbaij.c,1.4
Lois Curfman McInnes,src/sles/pc/impls/cholesky/makefile,2.72
Lois Curfman McInnes,bmake/rs6000_64/rules,0.69
Lois Curfman McInnes,bmake/rs6000_gnu/rules,0.53
Lois Curfman McInnes,bmake/t3d/rules,0.53
Lois Curfman McInnes,bmake/t3e/rules,0.57
Lois Curfman McInnes,docs/tex/release28/petsc.new.local.version,0.67
Tristan Konolige,include/petscksp.h,0.91
Tristan Konolige,src/docs/tex/manual/part2.tex,0.96
Tristan Konolige,src/ksp/ksp/examples/tests/ex21.c,4.72
Tristan Konolige,src/ksp/ksp/examples/tests/makefile,2.99
Tristan Konolige,src/ksp/ksp/utils/schurm.c,6.31
Irina Sokolova,src/mat/impls/aij/seq/aijmkl/aijmkl.c,0.71
Irina Sokolova,src/mat/impls/baij/mpi/makefile,0.71
Irina Sokolova,src/mat/impls/baij/seq/baij.c,0.97
Irina Sokolova,src/mat/impls/baij/seq/makefile,0.87
Vijay Mahadevan,src/dm/impls/moab/dmmoab.cxx,19.21
Vijay Mahadevan,src/dm/impls/moab/examples/tests/makefile,2.5
Vijay Mahadevan,src/ksp/ksp/examples/tutorials/ex36.cxx,37.26
Vijay Mahadevan,src/ksp/ksp/examples/tutorials/makefile,0.72
Vijay Mahadevan,src/ts/examples/tutorials/makefile,2.47
Vijay Mahadevan,include/petsc/private/dmmbimpl.h,1.08
Vijay Mahadevan,src/dm/impls/moab/examples/tests/ex1.cxx,3.0
Vijay Mahadevan,src/dm/impls/moab/examples/tutorials/ex2.cxx,0.92
Vijay Mahadevan,src/dm/impls/moab/examples/tests/output/ex1_1.out,0.61
Vijay Mahadevan,src/dm/impls/moab/examples/tests/ex3.c,37.42
Emil Constantinescu,src/ts/examples/tutorials/spectral-toy/heatEDMlinear_adj.c,10.71
Emil Constantinescu,src/docs/tex/manual/developers.tex,5.06
Emil Constantinescu,src/ts/impls/glee/glee.c,11.64
Emil Constantinescu,src/ts/adapt/interface/tsadapt.c,0.8
Emil Constantinescu,src/ts/impls/explicit/rk/rk.c,15.97
Emil Constantinescu,src/docs/tex/manual/part2.tex,1.72
Emil Constantinescu,src/ts/interface/ts.c,1.0
Emil Constantinescu,include/petsc/private/tsimpl.h,0.86
Emil Constantinescu,src/ts/adapt/impls/basic/adaptbasic.c,0.94
Emil Constantinescu,src/ts/adapt/impls/cfl/adaptcfl.c,1.89
Emil Constantinescu,src/ts/adapt/impls/none/adaptnone.c,0.94
Emil Constantinescu,src/ts/impls/bdf/bdf.c,0.92
Emil Constantinescu,src/ts/impls/implicit/alpha/alpha1.c,0.92
Emil Constantinescu,src/ts/impls/implicit/alpha/alpha2.c,1.61
Emil Constantinescu,src/ts/impls/implicit/theta/theta.c,0.92
Emil Constantinescu,src/ts/adapt/impls/makefile,0.89
Emil Constantinescu,src/ts/adapt/impls/glee/makefile,1.5
Emil Constantinescu,src/ts/impls/implicit/gl/gl.c,121.39
Emil Constantinescu,src/ts/impls/implicit/gl/gl.h,4.47
Emil Constantinescu,src/ts/impls/implicit/gl/gladapt.c,40.53
Emil Constantinescu,include/petsc/finclude/petsctsdef.h,1.17
Emil Constantinescu,lib/petsc/conf/bfort-petsc.txt,0.5
Emil Constantinescu,share/petsc/saws/linearsolveroptions.html,0.07
Emil Constantinescu,src/ts/examples/tutorials/ex36.c,0.63
Emil Constantinescu,src/ts/examples/tutorials/tstest.py,11.45
Emil Constantinescu,src/ts/examples/tutorials/ex22.c,1.0
Emil Constantinescu,src/ts/examples/tutorials/ex22f.F,1.0
Patrick Farrell,src/ksp/pc/impls/mg/mg.c,0.97
Patrick Farrell,config/BuildSystem/config/packages/pragmatic.py,0.67
Patrick Farrell,src/tao/matrix/lmvmmat.c,2.73
Patrick Farrell,src/tao/matrix/lmvmmat.h,1.11
Patrick Farrell,include/petsc/private/dmimpl.h,0.85
Patrick Farrell,src/snes/impls/vi/rs/virs.c,14.88
Patrick Farrell,src/snes/examples/tutorials/makefile,0.78
Patrick Farrell,src/snes/linesearch/impls/makefile,0.93
Siegfried Cools,src/ksp/ksp/examples/tutorials/makefile,1.72
Siegfried Cools,src/ksp/ksp/impls/bcgs/makefile,0.87
Siegfried Cools,src/ksp/ksp/impls/cg/makefile,0.94
Ce Qin,src/ksp/pc/impls/hypre/hypre.c,1.0
Ce Qin,src/tao/linesearch/impls/armijo/armijo.c,0.97
Ce Qin,src/tao/linesearch/impls/morethuente/morethuente.c,0.97
stefano_zampini,src/ksp/pc/impls/bddc/bddc.c,94.07
stefano_zampini,src/ksp/pc/impls/bddc/bddcfetidp.c,12.04
stefano_zampini,src/ksp/pc/impls/bddc/bddcprivate.c,2.84
stefano_zampini,src/ksp/ksp/examples/tutorials/ex59.c,0.95
stefano_zampini,src/mat/impls/makefile,0.98
stefano_zampini,src/mat/impls/aij/mpi/mpimatmatmatmult.c,0.85
stefano_zampini,src/mat/impls/aij/seq/matmatmatmult.c,0.85
stefano_zampini,src/mat/examples/tests/makefile,2.92
stefano_zampini,src/mat/impls/aij/mpi/mpimatmatmult.c,1.76
stefano_zampini,src/mat/impls/aij/seq/matmatmult.c,1.48
stefano_zampini,src/mat/impls/aij/seq/matptap.c,1.52
stefano_zampini,src/mat/impls/nest/matnest.c,1.0
stefano_zampini,src/snes/examples/tutorials/output/ex12_p4est_full_q2_nonconformal_parallel_bddc.out,3.65
stefano_zampini,src/snes/examples/tutorials/output/ex12_p4est_full_q2_nonconformal_parallel_bddcfas.out,10.17
stefano_zampini,src/ksp/pc/impls/bddc/bddcgraph.c,7.21
stefano_zampini,src/ksp/pc/impls/bddc/bddc.h,1.0
stefano_zampini,src/snes/examples/tutorials/makefile,1.68
stefano_zampini,src/ksp/pc/impls/bddc/bddcprivate.h,0.95
stefano_zampini,src/mat/impls/baij/mpi/mpibaij.c,0.5
stefano_zampini,src/mat/impls/baij/seq/baij.c,0.5
stefano_zampini,src/mat/examples/tests/ex23.c,2.99
stefano_zampini,src/mat/examples/tests/output/ex23_1.out,0.89
stefano_zampini,src/mat/examples/tests/output/ex23_2.out,0.93
stefano_zampini,src/mat/examples/tests/output/ex23_3.out,0.93
stefano_zampini,src/mat/examples/tests/output/ex23_4.out,0.94
stefano_zampini,src/mat/impls/sbaij/seq/sbaij.c,0.5
stefano_zampini,src/ksp/ksp/examples/tutorials/ex56.c,5.04
stefano_zampini,include/petsc/private/matimpl.h,0.22
stefano_zampini,src/vec/is/is/examples/tests/makefile,1.9
stefano_zampini,src/mat/impls/sbaij/mpi/mpisbaij.c,0.5
Adrian Maldonado,src/docs/tex/petscapp.bib,0.97
Adrian Maldonado,src/docs/tex/petsc.bib,1.36
Adrian Maldonado,src/dm/impls/network/network.c,1.5
Adrian Maldonado,src/ksp/ksp/examples/tutorials/network/ex1.c,10.83
Adrian Maldonado,src/snes/impls/test/snestest.c,2.6
Adrian Maldonado,src/snes/examples/tutorials/network/pflow/makefile,1.91
Michael Lange,src/dm/impls/plex/examples/tests/ex12.c,0.81
Michael Lange,src/dm/impls/plex/plexmed.c,9.45
Michael Lange,src/dm/impls/plex/makefile,1.0
Michael Lange,src/dm/impls/plex/plexfluent.c,15.47
Michael Lange,src/dm/impls/plex/plexdistribute.c,0.94
Michael Lange,include/petsc/private/dmpleximpl.h,0.97
Michael Lange,src/dm/impls/plex/examples/tests/ex14.c,1.82
Michael Lange,src/dm/impls/plex/ftn-custom/makefile,0.99
Michael Lange,src/dm/impls/plex/examples/tests/ex1.c,0.57
Michael Lange,src/dm/impls/plex/examples/tests/output/ex1_6.out,0.75
Michael Lange,src/dm/impls/network/network.c,0.99
Michael Lange,src/dm/impls/plex/ftn-custom/zplex.c,0.96
Michael Lange,src/snes/examples/tutorials/ex12.c,0.42
Michael Lange,src/dm/impls/plex/examples/tests/ex7.c,0.44
Sander Arens,src/dm/impls/plex/plexfem.c,6.79
Sander Arens,include/petsc/private/petscfeimpl.h,1.84
Sander Arens,src/snes/examples/tutorials/ex56.c,0.82
Sander Arens,include/petscfe.h,0.9
Sander Arens,src/dm/impls/plex/examples/tests/output/ex1_gmsh_6.out,1.0
SanderA,config/builder.py,0.99
SanderA,src/snes/examples/tutorials/ex77.c,1.35
SanderA,src/snes/utils/dmplexsnes.c,4.79
SanderA,include/petsc/private/petscfeimpl.h,8.65
SanderA,src/dm/dt/interface/dtfe.c,27.23
Alex Fikl,src/sys/objects/ftn-custom/makefile,0.99
Alex Fikl,src/sys/objects/ftn-custom/zgtype.c,0.83
Alex Fikl,src/mat/f90-mod/petscmatmod.F,0.83
Alex Fikl,src/mat/examples/tests/makefile,3.71
Alex Fikl,src/mat/examples/tests/output/ex88_1.out,0.77
Alex Fikl,src/dm/impls/composite/ftn-custom/zfddaf.c,2.49
Alex Fikl,src/sys/classes/viewer/impls/hdf5/ftn-custom/zhdf5f.c,7.83
Alex Fikl,src/sys/classes/viewer/impls/hdf5/hdf5v.c,1.91
Alex Fikl,src/sys/classes/random/interface/ftn-custom/zrandomf.c,0.97
Alex Fikl,src/sys/objects/ftn-custom/zstart.c,0.91
Alex Fikl,src/tao/linesearch/interface/ftn-custom/ztaolinesearchf.c,9.71
Shri,src/ts/examples/tutorials/power_grid/stability_9bus/makefile,1.72
Shri,src/ts/event/tsevent.c,0.88
Shri,src/ts/impls/arkimex/arkimex.c,1.2
Shri,src/ts/examples/tutorials/power_grid/output/ex3adj_1.out,1.58
Shri,src/ts/examples/tutorials/power_grid/output/ex3opt_1.out,0.92
Shri,src/mat/impls/aij/seq/umfpack/umfpack.c,0.91
Shri,src/ts/examples/tests/ex21.c,0.82
Shri,src/ts/examples/tests/ex22.c,6.46
Shri,src/ts/examples/tests/ex23.c,3.96
Shri,src/dm/impls/circuit/circuitcreate.c,1.94
Shri,src/ts/examples/tests/makefile,1.94
Shri,src/ts/impls/implicit/theta/theta.c,0.53
Shri,src/ts/impls/rosw/rosw.c,0.32
Shri,src/ts/examples/tutorials/power_grid/petscopt_ex10,3.35
Shri,src/ts/adapt/impls/basic/adaptbasic.c,0.89
Shri,src/ts/impls/eimex/eimex.c,0.97
Shri,src/ts/examples/tests/ex10.c,2.72
Shri,src/ts/impls/makefile,0.94
Matthias Liertzer,include/petscvec.h,2.0
Vincent Le Chenadec,src/dm/examples/tests/makefile,2.7
Vincent Le Chenadec,include/petsc/private/fortranimpl.h,6.9
Vincent Le Chenadec,src/dm/impls/da/ftn-custom/zdaghostf.c,0.6
Vincent Le Chenadec,src/dm/impls/da/ftn-custom/makefile,0.99
Koos Huijssen,src/dm/impls/plex/plexdistribute.c,0.68
Ed Bueler,src/snes/examples/tutorials/output/ex9_7.out,2.93
Ed Bueler,src/snes/examples/tutorials/output/ex9_8.out,4.86
Ed Bueler,src/snes/impls/vi/rs/virs.c,2.48
Ed Bueler,src/snes/impls/vi/ss/viss.c,3.18
Ed Bueler,src/snes/examples/tutorials/makefile,0.98
barral,src/dm/impls/plex/plexadapt.c,2.24
barral,src/dm/impls/plex/makefile,1.0
Tadeu Manoel,src/sys/objects/ftn-custom/zstart.c,0.75
Jason Sarich,src/docs/website/documentation/tutorials/HandsOnExercise.html,0.96
Jason Sarich,src/docs/website/documentation/tutorials/index.html,0.74
Jason Sarich,config/BuildSystem/config/packages/exodusii.py,0.6
Jason Sarich,config/BuildSystem/config/packages/ascem-io.py,0.93
Jason Sarich,config/BuildSystem/config/setCompilers.py,5.29
Jason Sarich,src/tao/bound/impls/gpcg/gpcg.c,3.83
Jason Sarich,src/snes/examples/tests/makefile,2.69
Jason Sarich,src/snes/impls/newtonaugas/newtonaugas.c,4.64
Jason Sarich,src/snes/impls/vi/rs/virs.c,15.16
Jason Sarich,src/tao/bound/impls/tron/tron.c,2.87
Jason Sarich,src/tao/bound/utils/isutil.c,3.32
Jason Sarich,src/tao/bound/examples/tutorials/makefile,2.53
Jason Sarich,src/tao/complementarity/examples/tutorials/makefile,4.63
Jason Sarich,src/tao/complementarity/impls/asls/asfls.c,5.73
Jason Sarich,src/mat/interface/matrix.c,0.94
Jason Sarich,src/snes/impls/vi/vi.c,0.87
Jason Sarich,src/mat/impls/submat/makefile,0.87
Jason Sarich,include/petsc-private/dmimpl.h,0.75
Jason Sarich,src/snes/impls/makefile,0.94
Jason Sarich,src/snes/impls/newtonaugas/makefile,2.13
Jason Sarich,config/configure.py,3.65
Jason Sarich,src/docs/tao_tex/manual/addsolver.tex,0.67
Jason Sarich,src/tao/bound/impls/blmvm/blmvm.c,0.08
Jason Sarich,src/tao/bound/impls/bqpip/bqpip.c,0.96
Jason Sarich,src/tao/complementarity/impls/ssls/ssfls.c,0.39
Jason Sarich,src/tao/complementarity/impls/ssls/ssils.c,0.39
Jason Sarich,src/tao/constrained/impls/ipm/ipm.c,0.98
Jason Sarich,src/tao/unconstrained/examples/tests/makefile,1.31
Jason Sarich,src/tao/unconstrained/impls/cg/taocg.c,2.99
Jason Sarich,src/tao/unconstrained/impls/lmvm/lmvm.c,0.07
Jason Sarich,src/tao/unconstrained/impls/ntl/ntl.c,1.37
Jason Sarich,src/tao/unconstrained/impls/ntr/ntr.c,0.46
Jason Sarich,src/snes/impls/newtonas/newtonas.c,16.08
Jason Sarich,src/tao/leastsquares/examples/tutorials/chwirut1f.F,1.57
Jason Sarich,src/snes/examples/tutorials/makefile,1.85
Jason Sarich,bin/maint/jenkins/jenkins_configure.sh,0.07
Jason Sarich,config/examples/arch-jenkins-linux-icc-ifort-icpc-c-yes-yes-real-yes-double.py,0.94
Jason Sarich,config/examples/arch-jenkins-osx-clang-gfortran-clang++-yes-yes-complex-no-single.py,0.26
Jason Sarich,src/snes/linesearch/interface/linesearch.c,3.65
Jason Sarich,src/tao/pde_constrained/examples/tutorials/elliptic.c,0.66
Jason Sarich,src/tao/pde_constrained/examples/tutorials/hyperbolic.c,0.66
Jason Sarich,config/examples/arch-linux-gcc-real-env.py,1.54
Jason Sarich,src/snes/linesearch/impls/makefile,0.93
Jason Sarich,src/tao/leastsquares/examples/tutorials/chwirut1.c,2.86
Jason Sarich,src/tao/bound/impls/blmvm/makefile,0.71
Jason Sarich,src/tao/bound/impls/bqpip/makefile,1.71
Jason Sarich,src/tao/bound/impls/gpcg/makefile,1.71
Jason Sarich,src/tao/bound/impls/tron/makefile,1.71
Jason Sarich,src/tao/complementarity/impls/asls/makefile,1.71
Jason Sarich,src/tao/complementarity/impls/ssls/makefile,1.71
Dominic Meiser,include/petsccusp.h,0.95
Dominic Meiser,src/vec/vec/impls/seq/seqcusp/makefile,0.76
Dominic Meiser,src/vec/vec/impls/mpi/mpicusp/mpicusp.cu,1.0
Dominic Meiser,config/BuildSystem/config/packages/cuda.py,0.49
Dominic Meiser,src/mat/impls/aij/mpi/mpicusparse/mpiaijcusparse.cu,2.61
Dominic Meiser,src/vec/vec/utils/vscat.c,1.58
Dominic Meiser,src/dm/examples/tests/makefile,0.68
Dominic Meiser,config/BuildSystem/config/packages/cusp.py,2.3
Dominic Meiser,src/vec/vec/utils/vpscat.c,15.39
jason sarich,config/BuildSystem/config/packages/alquimia.py,2.93
Cian Wilson,src/ksp/pc/impls/fieldsplit/fieldsplit.c,2.7
Steven G. Johnson,config/BuildSystem/config/packages/BlasLapack.py,11.32
Steven G. Johnson,include/petscblaslapack.h,0.62
zianekhodja,src/ksp/ksp/impls/gmres/makefile,0.99
zianekhodja,src/ksp/ksp/impls/makefile,0.95
zianekhodja,src/ksp/ksp/impls/cg/makefile,0.97
Sylvain Mercier,src/ksp/ksp/impls/gmres/gmres.c,1.83
John O'Sullivan,share/petsc/saws/js/PETSc.js,7.25
John O'Sullivan,src/sys/classes/draw/impls/x/xinit.c,2.7
John O'Sullivan,src/sys/objects/aoptions.c,1.42
Jack Poulson,src/mat/examples/tests/ex145.c,0.74
Jack Poulson,config/PETSc/packages/elemental.py,0.91
Dmitry Karpeev,src/ksp/ksp/examples/tutorials/ex62.c,4.59
Dmitry Karpeev,config/BuildSystem/config/package.py,5.25
Dmitry Karpeev,src/mat/examples/tests/makefile,0.94
Dmitry Karpeev,src/ksp/ksp/examples/tutorials/makefile,1.63
Dmitry Karpeev,bin/maint/buildtest,1.91
Dmitry Karpeev,bin/maint/checkBuilds.py,0.46
Dmitry Karpeev,bin/maint/confignightly/bb,0.8
Dmitry Karpeev,bin/maint/confignightly/bb2,0.83
Dmitry Karpeev,bin/maint/confignightly/bb3,0.83
Dmitry Karpeev,bin/maint/confignightly/bb4,0.83
Dmitry Karpeev,bin/maint/generateetags.py,1.54
Dmitry Karpeev,bin/maint/update-docs.py,0.55
Dmitry Karpeev,config/BuildSystem/config/base.py,1.12
Dmitry Karpeev,config/BuildSystem/config/compilerOptions.py,10.87
Dmitry Karpeev,config/BuildSystem/config/compilers.py,7.12
Dmitry Karpeev,config/BuildSystem/config/framework.py,3.06
Dmitry Karpeev,config/BuildSystem/config/functions.py,0.45
Dmitry Karpeev,config/BuildSystem/config/packages/BlasLapack.py,3.64
Dmitry Karpeev,config/BuildSystem/config/packages/Chaco.py,1.91
Dmitry Karpeev,config/BuildSystem/config/packages/Chombo.py,1.0
Dmitry Karpeev,config/BuildSystem/config/packages/MPI.py,0.87
Dmitry Karpeev,config/BuildSystem/config/packages/MPICH.py,0.89
Dmitry Karpeev,config/BuildSystem/config/packages/MUMPS.py,1.0
Dmitry Karpeev,config/BuildSystem/config/packages/MatlabEngine.py,0.88
Dmitry Karpeev,config/BuildSystem/config/packages/PTScotch.py,0.88
Dmitry Karpeev,config/BuildSystem/config/packages/PaStiX.py,5.11
Dmitry Karpeev,config/BuildSystem/config/packages/SuiteSparse.py,1.0
Dmitry Karpeev,config/BuildSystem/config/packages/SuperLU.py,2.0
Dmitry Karpeev,config/BuildSystem/config/packages/SuperLU_DIST.py,1.71
Dmitry Karpeev,config/BuildSystem/config/packages/Triangle.py,1.87
Dmitry Karpeev,config/BuildSystem/config/packages/cmake.py,0.9
Dmitry Karpeev,config/BuildSystem/config/packages/cuda.py,1.91
Dmitry Karpeev,config/BuildSystem/config/packages/elemental.py,1.73
Dmitry Karpeev,config/BuildSystem/config/packages/f2cblaslapack.py,0.97
Dmitry Karpeev,config/BuildSystem/config/packages/fblaslapack.py,0.93
Dmitry Karpeev,config/BuildSystem/config/packages/hwloc.py,0.88
Dmitry Karpeev,config/BuildSystem/config/packages/hypre.py,0.94
Dmitry Karpeev,config/BuildSystem/config/packages/make.py,1.81
Dmitry Karpeev,config/BuildSystem/config/packages/mpi4py.py,1.77
Dmitry Karpeev,config/BuildSystem/config/packages/petsc4py.py,3.41
Dmitry Karpeev,config/BuildSystem/config/packages/sowing.py,0.92
Dmitry Karpeev,config/BuildSystem/config/packages/tchem.py,1.97
Dmitry Karpeev,config/BuildSystem/config/packages/valgrind.py,0.91
Dmitry Karpeev,config/BuildSystem/config/programs.py,3.44
Dmitry Karpeev,config/BuildSystem/config/setCompilers.py,76.13
Dmitry Karpeev,config/BuildSystem/config/sourceControl.py,3.63
Dmitry Karpeev,config/BuildSystem/nargs.py,0.9
Dmitry Karpeev,config/BuildSystem/script.py,0.61
Dmitry Karpeev,config/PETSc/Configure.py,5.44
Dmitry Karpeev,config/PETSc/Regression.py,0.25
